Date,Store,Category,Amount,ExcludeWE,Description
2014-06-06,Aldi,Daily Expenses,-7.0,NO,"Milk, eggs and wraps"
2014-06-06,Others,Pleasure,-5.5,NO,Grilled PTY fries - house celebration
2014-06-07,Victoria Market,Daily Expenses,-7.0,NO,vegetables and apples
2014-06-07,MyKi,Transport,-10.0,NO,Myki Juan church
2014-06-07,Aldi,Alcohol,-10.0,NO,6-pack beers
2014-06-07,IKEA,Daily Expenses,-2.7,NO,Hotdog and icecream
2014-06-07,Footscray Market,Daily Expenses,-5.0,NO,Chicken ribssss
2014-06-07,MyKi,Transport,-6.5,NO,Myki nastya and juan to check house
2014-06-08,Aldi,Daily Expenses,-2.3,NO,Water x 2 and corn
2014-06-08,Victoria Market,Daily Expenses,-4.0,NO,Meet
2014-06-08,Church,Daily Expenses,-6.0,NO,Church
2014-06-09,Woolworths,Daily Expenses,-3.5,NO,Chicken
2014-06-09,UNIQLO,Clothing,-17.8,YES,Shirts for gatito
2014-06-10,Domino's Pizza,Daily Expenses,-11.9,NO,Pizza
2014-06-11,Aldi,Daily Expenses,-12.35,NO,"Ham, cheese, bananas  and Nuts "
2014-06-11,Coles,Daily Expenses,-5.63,NO,Chocolate and bread
2014-06-11,Woolworths,Daily Expenses,-6.03,NO,"Chocolate, chicken and packets"
2014-06-12,Others,Pleasure,-5.5,NO,Fries
2014-06-12,Woolworths,Daily Expenses,-3.8,NO,Seafood
2014-06-13,Aldi,Alcohol,-10.0,NO,Six pack beer
2014-06-13,,Salary,3840.0,,Salary Ana
2014-06-13,Others,Pleasure,-5.5,NO,Fries
2014-06-13,Woolworths,Daily Expenses,-4.1,NO,Chicken breast
2014-06-13,Aldi,Daily Expenses,-15.0,NO,Alvaro
2014-06-14,Aldi,Daily Expenses,-6.0,NO,Milk and cereal
2014-06-14,Victoria Market,Daily Expenses,-10.0,NO,fruits and vegetables
2014-06-14,Woolworths,Daily Expenses,-9.89,NO,"Chicken, cheese and coffee whiter"
2014-06-15,Woolworths,Daily Expenses,-3.39,NO,Water and vinegar
2014-06-15,Victoria Market,Daily Expenses,-9.0,NO,Meat and weird vegetable wrap
2014-06-16,Aldi,Alcohol,-10.0,NO,6 pack beer
2014-06-17,Aldi,Daily Expenses,-11.78,NO,"Cheese, zip lock bags and water"
2014-06-17,HIP Melbourne Central,Home,-19.9,NO,Teeth protector and condoms
2014-06-17,Woolworths,Daily Expenses,-6.47,NO,Chicken breast and chocolate
2014-06-17,Unilodge,Rent,-1538.0,YES,Final payment - rent June - July
2014-06-20,Amaysim,Utilities,-40.0,YES,Mobile Nastya June - July
2014-06-20,Coles,Daily Expenses,-3.98,NO,Peanuts
2014-06-20,Fridays,Pleasure,-12.5,NO,Hamburger after exam Juan
2014-06-20,Woolworths,Daily Expenses,-1.8,NO,chicken
2014-06-20,Dan Murphy's,Alcohol,-6.99,NO,Wine
2014-06-21,Woolworths,Daily Expenses,-9.67,NO,"Chicken, water, juice and bread"
2014-06-21,Others,Pleasure,-6.2,NO,Fries with horrible sause
2014-06-21,Aldi,Daily Expenses,-10.51,NO,"Milk, wraps, lamington and honey"
2014-06-21,Amaysim,Utilities,-40.0,YES,Mobile juan June - July
2014-06-21,Victoria Market,Daily Expenses,-15.0,NO,"Meet, vegetables and fruits"
2014-06-22,Aldi,Daily Expenses,-4.1,NO,"Banana, carrots and water"
2014-06-22,Victoria Market,Daily Expenses,-5.6,NO,Meat and fish
2014-06-23,Coles,Daily Expenses,-2.0,NO,2 x Twix
2014-06-23,Woolworths,Daily Expenses,-6.91,NO,Cereal and cheese
2014-06-25,Woolworths,Daily Expenses,-13.6,NO,"Cereal, yogourt and water x2"
2014-06-25,Coles,Daily Expenses,-2.5,NO,Packets
2014-06-25,Others,Alcohol,-20.0,NO,Beers and shot after final exam
2014-06-25,Domino's Pizza,Pleasure,-4.95,NO,Pizza lunch after final exam
2014-06-25,MyKi,Transport,-132.0,YES,Myki Nastya June - July
2014-06-25,Others,Pleasure,-5.5,NO,Fries at grilld
2014-06-26,Aldi,Daily Expenses,-6.72,NO,Water and cheese
2014-06-26,Others,Home,-20.0,NO,Fix necklace of nastya
2014-06-27,Others,Pleasure,-23.8,NO,Mad Mex 26 months 
2014-06-27,BACB,Utilities,-40.0,YES,Last month internet june - july
2014-06-28,Officeworks,Home,-3.16,NO,Frame and print bond claim
2014-06-28,Aldi,Daily Expenses,-6.7,NO,"Water, mushrooms and sausages"
2014-06-28,Woolworths,Daily Expenses,-7.94,NO,"Pizza, packet and chicken"
2014-06-29,Aldi,Alcohol,-10.0,NO,Beers
2014-06-29,Church,Daily Expenses,-6.5,NO,Church 
2014-06-29,Aldi,Daily Expenses,-12.66,NO,"Couliflower, tissues, corn, eggs, tomatoes, milk and bacon"
2014-06-29,MyKi,Transport,-1.0,NO,Myki for chruch juan
2014-06-30,eBay,Home,-2.0,NO,Pen for iPad
2014-06-30,Coles,Daily Expenses,-3.0,NO,3 garlic prowns
2014-06-30,Aldi,Daily Expenses,-11.0,NO,"Water, salami, wraps and mushrooms"
2014-07-01,Master Home Improvement,Home,-1060.0,YES,Fridge!!!
2014-07-01,Woolworths,Daily Expenses,-2.1,NO,Water and nastya's thing
2014-07-01,Coles,Daily Expenses,-3.92,NO,Prawns and twix
2014-07-01,,Interest,48.95,,Interest June
2014-07-01,RTBA,Home,-2050.0,YES,Bond + Check
2014-07-01,Click Energy,Utilities,-39.02,YES,Electricity May - Jun
2014-07-01,Officeworks,Home,-2.49,NO,Print for taxes
2014-07-02,Officeworks,Home,-1.07,NO,Printings US arrival and visa
2014-07-03,MyKi,Transport,-10.0,NO,Juan MyKi for receiving the house
2014-07-03,Aldi,Daily Expenses,-10.0,NO,Cheese and peanuts
2014-07-03,Aldi,Alcohol,-30.0,NO,Beers and champagne for moving
2014-07-03,Domino's Pizza,Pleasure,-4.95,NO,Pizza before house
2014-07-04,Coles,Daily Expenses,-3.0,NO,Prawns
2014-07-04,IGA,Daily Expenses,-0.7,NO,Water
2014-07-04,Aldi,Daily Expenses,-4.6,NO,"Corn, water and sausages"
2014-07-04,MyKi,Transport,-10.0,NO,Myki Juan moving
2014-07-05,Domino's Pizza,Daily Expenses,-5.0,NO,Pizza Matthew
2014-07-05,IGA,Daily Expenses,-2.3,NO,Coke for pizza
2014-07-05,Woolworths,Daily Expenses,-6.55,NO,"Chicken, milk and packet"
2014-07-05,TPG,Utilities,-159.0,YES,Internet Connection
2014-07-06,Aldi,Daily Expenses,-2.0,NO,Wraps
2014-07-06,Woolworths,Daily Expenses,-11.4,NO,"Yougurt, packets, chicken and bread"
2014-07-06,Others,Daily Expenses,-4.5,NO,Fries
2014-07-07,Guzman y Gomez,Pleasure,-19.9,NO,Dinner graduation notice
2014-07-07,Others,Home,-1000.0,YES,Payment Sowmya
2014-07-08,Aldi,Alcohol,-10.0,NO,6 pack Beer
2014-07-08,MyKi,Transport,-10.0,NO,Myki Juan for delivery acceptance report papers
2014-07-08,Woolworths,Daily Expenses,-1.32,NO,Chicken
2014-07-08,Aldi,Daily Expenses,-1.84,NO,"Banana, sparkling water and water"
2014-07-10,eBay,Home,-20.0,NO,Modem
2014-07-10,Woolworths,Daily Expenses,-4.8,NO,Meat and chips
2014-07-11,Aldi,Daily Expenses,-3.73,NO,Water and sausages
2014-07-11,Woolworths,Daily Expenses,-1.75,NO,Packet
2014-07-11,Coles,Daily Expenses,-4.8,NO,Prawns and candies 
2014-07-11,MyKi,Transport,-10.0,NO,Myki Juan weekend
2014-07-13,Aldi,Alcohol,-13.05,NO,Beer
2014-07-13,Coles,Daily Expenses,-17.85,NO,"Milk, juice, cheese and wraps"
2014-07-13,Dingnan Gift Home,Home,-15.0,NO,"Broom, shoes gatito, yarn and coaster"
2014-07-13,McDonalds,Pleasure,-5.0,NO,McDonalds meal looking for a bed
2014-07-13,Pizza Hut,Daily Expenses,-5.0,NO,Pizza after crazy maniac and before fire alarm
2014-07-13,Pizza Hut,Daily Expenses,-5.0,NO,Pizza welcome
2014-07-14,Coles,Daily Expenses,-19.42,NO,"Meet, cereal x2, pasta, juice and beens"
2014-07-14,My Chemist,Home,-24.99,NO,Home uggs Nastya
2014-07-15,,Salary,3814.0,,Salary Ana
2014-07-15,eBay,Home,-79.9,YES,Wool quilt
2014-07-15,UniMelb,Education,-100.0,YES,Pay for the gown
2014-07-15,IGA,Daily Expenses,-3.69,NO,"Capsicum, weird chips and water"
2014-07-16,IGA,Alcohol,-10.0,NO,Beers x 4
2014-07-16,IGA,Daily Expenses,-3.7,NO,Chicken
2014-07-16,Woolworths,Daily Expenses,-6.89,NO,"Nuts, Pringles and tomatos"
2014-07-16,Coles,Daily Expenses,-10.13,NO,"Bananas, ketchup, baked beans, corn, cookies and milk"
2014-07-17,Woolworths,Daily Expenses,-7.83,NO,Meet
2014-07-17,Aldi,Daily Expenses,-15.51,NO,"Leeks, chips, wraps, toilet cleaner and eggs"
2014-07-17,eBay,Home,-2.0,NO,batteries CR2032
2014-07-18,IGA,Daily Expenses,-15.42,NO,"Garlic bread, chicken, cheese and noodles"
2014-07-18,,Others,140.0,,Reimbursement Unimelb gown
2014-07-19,The Good Guy,Home,-700.0,YES,Tv for gatito
2014-07-19,IGA,Daily Expenses,-4.04,NO,Olive and ham
2014-07-19,Coles,Daily Expenses,-8.69,NO,"Carrots, Chicken and pringles"
2014-07-19,Dan Murphy's,Alcohol,-9.0,NO,Weird bottle for nastya
2014-07-19,MyKi,Transport,-10.0,NO,Myki all the matresses of melbourne and dinning table
2014-07-20,Coles,Daily Expenses,-5.5,NO,Coke and cookies
2014-07-20,Gumtree,Home,-60.0,YES,Transport dinning table
2014-07-21,Amaysim,Utilities,-39.9,YES,Phone Nastya July - August
2014-07-21,IGA,Daily Expenses,-8.53,NO,"water, gnocchi, fries and 2 times sausages"
2014-07-22,MyKi,Transport,-10.0,NO,Myki Juan for first mock test
2014-07-22,My Chemist,Home,-5.0,NO,Cream
2014-07-22,IGA,Daily Expenses,-8.4,NO,"Chips, sausages, milk and juice"
2014-07-23,IGA,Daily Expenses,-19.24,NO,"Raviolly, peanuts, rice, wraps, cereal"
2014-07-23,SleepingDuck,Home,-600.0,YES,Mattress
2014-07-23,MyKi,Transport,-132.0,YES,Myki nast from July-August
2014-07-24,Amaysim,Utilities,-40.0,YES,Mobile gatito
2014-07-24,Woolworths,Daily Expenses,-5.14,NO,Cereal and 
2014-07-24,Aldi,Alcohol,-10.0,NO,Beers
2014-07-24,Aldi,Daily Expenses,-6.0,NO,Honey
2014-07-24,IGA,Daily Expenses,-2.79,NO,Water and milk
2014-07-25,Pizza Hut,Daily Expenses,-5.0,NO,Pizza
2014-07-26,Others,Home,-20.0,YES,Sheets
2014-07-26,Target,Home,-35.0,YES,Towels
2014-07-26,The Good Guy,Home,-108.95,YES,iron and beatermix
2014-07-26,Northland Shopping Center,Daily Expenses,-10.0,NO,Chicken breast and wings
2014-07-26,Dingnan Gift Home,Home,-12.9,NO,Plastic thing for laundry and cook pan
2014-07-27,Aldi,Daily Expenses,-6.0,NO,Mushrooms and cabbage
2014-07-27,Coles,Daily Expenses,-3.49,NO,Tissues and cheese
2014-07-27,IGA,Daily Expenses,-8.3,NO,"Water, sparkling water, paper towels and softener "
2014-07-27,MyKi,Transport,-10.0,NO,Myki last mock exam
2014-07-28,Coles,Daily Expenses,-12.49,NO,"Packets, milk, chocolate drinking, soap and chocolate"
2014-07-28,Others,Avanade,-5.0,NO,BBQ
2014-07-29,IGA,Daily Expenses,-0.7,NO,Water
2014-07-29,Coles,Daily Expenses,-8.0,NO,"Corn, corn with peas, prawns and mince meet"
2014-07-29,IGA,Alcohol,-10.0,NO,6 pack beer
2014-07-30,Coles,Daily Expenses,-3.5,NO,Cereal
2014-07-30,MyKi,Transport,-10.0,NO,Myki Gatito for the certification!!!
2014-07-31,Coles,Daily Expenses,-12.73,NO,Daily expenses
2014-08-01,Coles,Daily Expenses,-13.5,NO,"milk, prawns, cereal, yogurt and pasta"
2014-08-01,IGA,Daily Expenses,-8.0,NO,Cheese and juice
2014-08-01,,Interest,43.66,,July
2014-08-02,Domino's Pizza,Daily Expenses,-5.0,NO,Pizza
2014-08-02,Preston Market,Daily Expenses,-28.0,NO,Everything
2014-08-02,Others,Pleasure,-3.5,NO,Tea at pizza place
2014-08-03,My Chemist,Home,-17.7,NO,Shaving moister and after shave
2014-08-03,Dingnan Gift Home,Home,-1.8,NO,Shoes polisher and matches
2014-08-04,Coles,Daily Expenses,-20.0,NO,"chocolates, chips, prawns, milk and cereal"
2014-08-04,MyKi,Transport,-10.0,NO,Myki graduation
2014-08-05,My Chemist,Home,-8.0,NO,Thermometer
2014-08-05,Others,Daily Expenses,-2.0,NO,Limes
2014-08-05,IGA,Daily Expenses,-14.0,NO,Chicken and honey
2014-08-07,Love Real Estate,Rent,-1477.0,YES,Rent August September
2014-08-07,Others,Pleasure,-50.0,NO,Dinner at crown and owned money to ali
2014-08-08,Coles,Daily Expenses,-22.0,NO,"Sauces, doritos, meet, salt, cereal and twist"
2014-08-08,IGA,Alcohol,-10.0,NO,Beers
2014-08-09,MyKi,Transport,-4.0,NO,Myki Juan market
2014-08-09,Preston Market,Daily Expenses,-2.8,NO,"Chili, cucumbers and mushrooms"
2014-08-09,Kmart,Daily Expenses,-12.0,NO,"Plastic plates and cups, candies, servilletes, lamps, "
2014-08-09,Woolworths,Daily Expenses,-11.63,NO,Lamps and soap
2014-08-09,Coles,Daily Expenses,-9.97,NO,"Mayonnesse, crackers, doritos and other crackers"
2014-08-09,IGA,Daily Expenses,-7.87,NO,Cheese and sausages
2014-08-09,Click Energy,Utilities,-69.0,YES,Electricity July August
2014-08-09,Woolworths,Daily Expenses,-10.0,NO,lamps
2014-08-09,Aldi,Daily Expenses,-5.85,NO,"Eggs, Corn and wraps"
2014-08-10,Coles,Daily Expenses,-1.89,NO,Crab meat
2014-08-10,IGA,Alcohol,-10.0,NO,Beers
2014-08-12,TPG,Utilities,-60.0,YES,Internet August - September
2014-08-14,,Salary,3814.0,,Salary Ana
2014-08-14,,Others,2130.0,,RTBA from Unilodge
2014-08-14,Pizza Hut,Daily Expenses,-10.0,NO,"2 pizzas Milena, Ali and Terry farewell"
2014-08-14,MyKi,Transport,-3.0,NO,"Myki Juan Farewell Ali, Terry and Milena"
2014-08-15,Coles,Daily Expenses,-5.8,NO,"Packets, cookies and milk"
2014-08-15,Others,Gift,-76.9,YES,Flowers mama birthday
2014-08-15,IGA,Daily Expenses,-3.18,NO,Water and nachos strips
2014-08-16,MyKi,Transport,-7.0,NO,Juan snow
2014-08-16,Others,Pleasure,-30.0,NO,Lunch and tooboggan snow place
2014-08-16,Click Energy,Utilities,-56.0,YES,Electricity old apartment
2014-08-17,MyKi,Transport,-5.0,NO,Myki chruch Juan
2014-08-17,Church,Daily Expenses,-5.5,NO,Church
2014-08-17,Others,Pleasure,-5.5,NO,Fries for gatito and loca
2014-08-17,IGA,Alcohol,-10.0,NO,6 pack
2014-08-17,IGA,Daily Expenses,-5.0,NO,Sausages and nachos
2014-08-18,Others,Pleasure,-40.0,NO,Snow trip
2014-08-18,Aldi,Daily Expenses,-10.07,NO,"Banana, cream thicken and corn"
2014-08-18,Coles,Daily Expenses,-4.5,NO,Cheesecake
2014-08-19,IGA,Daily Expenses,-2.49,NO,Packets
2014-08-19,Coles,Daily Expenses,-2.11,NO,Rice
2014-08-20,IGA,Daily Expenses,-6.0,NO,Cheese
2014-08-20,Coles,Daily Expenses,-14.5,NO,"Cereal, yogurt and mince meat"
2014-08-21,Amaysim,Utilities,-39.9,YES,Mobile Ana
2014-08-21,Origin,Utilities,-61.22,YES,Gas July - August
2014-08-21,Aldi,Daily Expenses,-7.0,NO,"Leeks, chips, carrots and pasta"
2014-08-22,Coles,Daily Expenses,-22.5,NO,"Tooth paste, meat, tooth floos, "
2014-08-22,Pizza Hut,Pleasure,-5.0,NO,Pizza friday
2014-08-23,Preston Market,Daily Expenses,-10.0,NO,"Mushrooms, capsicum, tomatoes, broccoli and zuchini  "
2014-08-23,MyKi,Transport,-132.0,YES,MyKi Nastya August September
2014-08-23,MyKi,Daily Expenses,-10.0,NO,Myki Juan
2014-08-23,Northland Shopping Center,Home,-20.0,YES,Sheets
2014-08-23,Northland Shopping Center,Daily Expenses,-13.5,NO,Chicken Nastya
2014-08-23,Others,Pleasure,-3162.0,YES,Tickets to Russia baby!!!
2014-08-23,Others,Pleasure,-296.0,YES,New booking tickets
2014-08-23,MyKi,Transport,-4.2,NO,Stupid Myki
2014-08-24,Coles,Daily Expenses,-4.1,NO,"Cookies, butter and sugar"
2014-08-24,MyKi,Transport,-1.0,NO,Negative balance Nastya
2014-08-25,Dingnan Gift Home,Home,-15.45,NO,Tray and canddles
2014-08-25,Amaysim,Utilities,-40.0,YES,Mobile Juan August - September
2014-08-28,,Others,5.0,,Nastya took money at the Casino
2014-08-28,Others,Pleasure,-23.45,NO,"Farewell party for Ali, Milena and telly"
2014-08-29,Pizza Hut,Pleasure,-5.0,NO,Pizza baby
2014-08-29,Others,Home,-120.0,YES,Etax consultant 2013-2014
2014-08-29,MyKi,Transport,-10.0,NO,Myki Juan for weekend
2014-08-29,Coles,Daily Expenses,-2.0,NO,Milk
2014-08-30,IGA,Daily Expenses,-7.5,NO,Coke from northland and cheese
2014-08-30,MyKi,Transport,-1.0,NO,Myki Juan Weekend
2014-08-30,Aldi,Daily Expenses,-14.48,NO,"Tuna, eggs, wraps, corn x 2, girls staff, rice and beans"
2014-08-30,Preston Market,Daily Expenses,-5.0,NO,"Coreander, mushrooms and avocado x2"
2014-08-30,Northland Shopping Center,Daily Expenses,-10.0,NO,Chicken breast
2014-08-30,Woolworths,Daily Expenses,-3.9,NO,Doritos and Cottage cheese
2014-08-30,Coles,Daily Expenses,-0.9,NO,Cauliflower
2014-08-31,IGA,Daily Expenses,-6.77,NO,"Gnocchi, chips and sausages"
2014-09-01,Coles,Daily Expenses,-11.0,NO,"Cheese, milk and pasta"
2014-09-01,,Interest,43.75,,Interests August
2014-09-04,IGA,Daily Expenses,-2.75,NO,Chips
2014-09-04,Coles,Daily Expenses,-14.5,NO,"Peanuts, cheese and milk"
2014-09-05,Pizza Hut,Daily Expenses,-5.0,NO,Friday pizza baby
2014-09-05,Love Real Estate,Rent,-1477.0,YES,Rent September
2014-09-05,IGA,Alcohol,-8.0,NO,Wine for Angel
2014-09-05,eBay,Home,-10.0,NO,AU AC cord apple
2014-09-05,eBay,Home,-1.7,NO,AU AC adaptor
2014-09-05,Others,Pleasure,-10.0,NO,Lunch Nastya at work
2014-09-06,Preston Market,Daily Expenses,-4.5,NO,Avocado and capsicum
2014-09-06,Aldi,Daily Expenses,-23.55,NO,"Flour, fries, stock cubes, cotton tips, chicken breast, sour cream and oil"
2014-09-06,MyKi,Transport,-10.0,NO,Myki gatito church
2014-09-06,Coles,Daily Expenses,-2.35,NO,Seasoning
2014-09-06,Northland Shopping Center,Daily Expenses,-3.55,NO,Chicken wings
2014-09-06,IGA,Daily Expenses,-2.75,NO,Nachos gatito
2014-09-06,Church,Daily Expenses,-5.0,NO,Church Lilia
2014-09-08,TPG,Utilities,-60.0,YES,Internet September - October
2014-09-08,,Others,1511.0,,Taxes 2013 - 2014
2014-09-08,Coles,Daily Expenses,-15.0,NO,"peanuts, milk, water, spicy sause and chocolate milk shake"
2014-09-09,Coles,Daily Expenses,-8.0,NO,Cheese gatito
2014-09-09,IGA,Daily Expenses,-6.0,NO,Cheese nastya
2014-09-09,Click Energy,Utilities,-63.0,YES,Electricty August - September
2014-09-10,Coles,Daily Expenses,-10.73,NO,"ice cream, packets and fish"
2014-09-12,,Salary,3814.0,,Salary Ana
2014-09-12,Coles,Daily Expenses,-1.59,NO,Doritos packet
2014-09-12,IGA,Daily Expenses,-13.17,NO,"Cheese, nachos packet and ravioli"
2014-09-14,Coles,Daily Expenses,-17.86,NO,vegetables and fish
2014-09-14,IGA,Alcohol,-6.0,NO,Wine
2014-09-15,eBay,Home,-149.0,YES,Elliptical
2014-09-15,Aldi,Daily Expenses,-21.49,NO,"Carrots, brocolli, tissus, wraps, cheese, peanuts and eggs"
2014-09-15,Coles,Daily Expenses,-8.5,NO,Toilet paper
2014-09-16,Yarra Valley Water,Utilities,-112.01,YES,Water utility July - September 494 kL
2014-09-16,Coles,Daily Expenses,-7.0,NO,Sea food and capsicum
2014-09-16,Coles,Daily Expenses,-6.78,NO,Gloves and WD-40
2014-09-16,Dingnan Gift Home,Daily Expenses,-4.5,NO,Stapler and lighter
2014-09-18,eBay,Daily Expenses,-13.5,NO,Kitchen scale 
2014-09-18,Coles,Daily Expenses,-1.5,NO,Lettuce
2014-09-18,Aldi,Daily Expenses,-5.0,NO,Tomatoes and beans
2014-09-19,IGA,Daily Expenses,-3.0,NO,Tomatoes
2014-09-19,MyKi,Transport,-10.0,NO,Myki exam malishka
2014-09-20,IGA,Alcohol,-16.0,NO,Wine x 2
2014-09-20,IGA,Alcohol,-8.0,NO,Wine
2014-09-20,Victoria Market,Daily Expenses,-26.0,NO,Vegetables and fruits
2014-09-21,Universal Restaurant,Pleasure,-20.0,NO,Birthday Rodrigo
2014-09-22,Coles,Daily Expenses,-22.98,NO,"Tabasco, coreander, milk, almonds and leak"
2014-09-23,MyKi,Transport,-176.0,YES,Transport Myki October
2014-09-24,Coles,Daily Expenses,-7.0,NO,"Rice, eggs and strawberries"
2014-09-26,Amaysim,Utilities,-19.9,YES,Mobile Juan September - October
2014-09-26,Lebara,Utilities,-29.9,YES,Mobile Nastya September - October
2014-09-26,My Chemist,Home,-25.0,NO,Garcinia Cambogia
2014-09-26,IGA,Alcohol,-8.0,NO,Wine
2014-09-26,MyKi,Transport,-10.0,NO,Myki Juan dfo
2014-09-27,Victoria Market,Daily Expenses,-1.7,NO,Chilli and coreander
2014-09-27,Others,Pleasure,-22.4,NO,"Pappa rich restaurant, 29 months lunch"
2014-09-27,Church,Daily Expenses,-3.0,NO,Canddles
2014-09-27,Aldi,Daily Expenses,-21.47,NO,"Vegetables, strawberries, plastic bag and chicken"
2014-09-28,Victoria Market,Daily Expenses,-13.2,NO,"Shrimps, banana, tomatoes and apples"
2014-09-28,Victoria Market,Alcohol,-12.0,NO,Wine
2014-09-28,Dingnan Gift Home,Home,-21.0,NO,"Tools for garden, chinese sticks and plastic paper"
2014-09-29,Others,Alcohol,-10.0,NO,Beer with davito
2014-09-29,MyKi,Transport,-10.0,NO,Myki to meet with davito
2014-09-30,Coles,Daily Expenses,-3.2,NO,Eggs
2014-10-02,Coles,Daily Expenses,-5.0,NO,Avocado
2014-10-03,Coles,Daily Expenses,-9.0,NO,Meat 
2014-10-03,MyKi,Transport,-10.0,NO,Myki Gatito
2014-10-04,Zara,Gift,-50.0,NO,Tie )))
2014-10-04,Big W,Daily Expenses,-2.0,NO,Gift for gatito
2014-10-05,,Interest,42.43,,Interest September
2014-10-05,Dingnan Gift Home,Home,-10.0,NO,"Tape, socks and more things"
2014-10-06,Love Real Estate,Rent,-1477.0,YES,Rent September - October
2014-10-07,Coles,Daily Expenses,-0.9,NO,Nastya's job
2014-10-07,Coles,Daily Expenses,-10.75,NO,"Honey, lemon, corn and peas"
2014-10-08,eBay,Home,-4.0,NO,Case for iphone 6)))))
2014-10-08,Dan Murphy's,Alcohol,-57.0,YES,Whisky red label litre
2014-10-09,,Gift Cards,200.0,,Share time crap
2014-10-09,MyKi,Transport,-10.0,NO,Myki gatito city
2014-10-09,Click Energy,Utilities,-60.24,YES,Energy September - October
2014-10-09,Coles,Daily Expenses,-4.0,NO,Juice for mimosa
2014-10-09,TPG,Utilities,-60.0,YES,Internet October - November
2014-10-09,IGA,Alcohol,-8.0,NO,Champain for mimosa Gatito's birthday
2014-10-09,Others,Pleasure,-42.5,YES,Gringo Restaurant - Birthday gatito
2014-10-09,Others,Daily Expenses,-12.0,NO,Farewell Simon project
2014-10-09,Others,Pleasure,-18.5,YES,Dinner because of 2nd interview at cotta
2014-10-09,Others,Home,-5.0,YES,Sim card nastya
2014-10-09,Others,Gift,-26.0,NO,cake gatito
2014-10-10,My Chemist,Home,-22.0,NO,Medicine for flu
2014-10-11,Preston Market,Daily Expenses,-15.0,NO,Groceries
2014-10-11,Aldi,Daily Expenses,-8.0,NO,Groceries
2014-10-12,IGA,Daily Expenses,-10.0,NO,"Tuna, cheese and peas"
2014-10-13,Others,Gift,-60.71,YES,Gift for papa birthday
2014-10-13,MyKi,Transport,-10.0,NO,Myki by error
2014-10-13,Coles,Daily Expenses,-19.0,NO,"Peanuts, eggs and dry fruits"
2014-10-14,Coles,Daily Expenses,-14.0,NO,Oats and almonds
2014-10-15,,Salary,3814.0,,Salary Ana
2014-10-16,Coles,Daily Expenses,-17.56,NO,"Tuna, milk, cake, spicies, corn, meat and sultanas"
2014-10-17,Others,Daily Expenses,-10.0,NO,"Restaurant nastya at job, pizza gatito!!!"
2014-10-17,eBay,Home,-6.65,NO,Again hdmi cable
2014-10-18,Church,Daily Expenses,-2.0,NO,candles
2014-10-19,Victoria Market,Daily Expenses,-24.0,NO,"Meat, fish and vegetables"
2014-10-19,Aldi,Daily Expenses,-1.0,NO,Water
2014-10-19,MyKi,Transport,-10.0,NO,Myki Gatito interview
2014-10-19,Woolworths,Home,-11.4,NO,Things for bathroom and chicken
2014-10-19,Officeworks,Home,-0.7,NO,Copies
2014-10-19,Church,Daily Expenses,-5.0,NO,Church
2014-10-20,Aldi,Daily Expenses,-9.63,NO,"Tissues, rice, water, corn x2 and tuna "
2014-10-20,Woolworths,Daily Expenses,-9.7,NO,"Bananas chips, lettuce and yogurt"
2014-10-20,Origin,Utilities,-67.7,YES,Gas September - October
